Reviewer,Country,Title,Review Text,Date,Rating,Link
Falaq Hussain,GB,Scammed me when I ordered a case of…,Scammed me when I ordered a case of coke and wrote a message in an empty Box saying I’m a p**** and idiotOmgWhat the hell rightPls boycott and have a heart for Palestine 🇵🇸Free Gaza,"Dec 2, 2023",1,https://www.trustpilot.com/users/656b56a2ad3fb40013071326
Rima Gebara,GB,Coca Cola support Israeli brutality,Coca Cola operate in illegal Israeli settlements on land stolen from Palestinians. This is scandalous and they need to be forced to stop.,"Dec 1, 2023",1,https://www.trustpilot.com/users/656a4a8133d8a400121d8ff0
Leila,GB,Coca Cola supports Israel’s Apartheid,Israeli brutality has gone on too long. Palestinians are held under the boot of the Israeli military machine and Coca Cola MUST take a stand against it.,"Dec 1, 2023",1,https://www.trustpilot.com/users/656a48d9ff4b9d00121bc1a8
Consumer,GB,stop Israeli occupation,Stop supporting the subjugation and oppression of the Palestinian people by the brutal Israeli regime.,"Dec 1, 2023",1,https://www.trustpilot.com/users/6569dec421a7c50013f329bf
Alex,US,I like to drink coca cola zero,"I like to drink coca cola zero, I know it's harmful, I'm just afraid if It's a real story that it can cause bad diseases. I would like that to change.","Dec 1, 2023",3,https://www.trustpilot.com/users/65690cb8cdc57e001368e430
Hao “浩” New B,MY,Favourite drink of all times!,,"Nov 27, 2023",5,https://www.trustpilot.com/users/63075ee2b2fce80012ab7920
Michael,CA,I'm really disappointed in Coca Cola…,"I'm really disappointed in Coca Cola zero cherry, I expected much more from this company","Nov 24, 2023",2,https://www.trustpilot.com/users/6560f32485551800138727e8
Luke,GB,Remove the new ridiculous caps,"Remove the new ridiculous caps. I purposely avoid coke now due to the poorly designed new caps.They leak, they don't go back on properly and even with removing the cap it still doesn't sit right.Go back to how it was.","Nov 12, 2023",1,https://www.trustpilot.com/users/6550b6151b97c200129bc96e
Marta,IT,For me it was fine,,"Nov 11, 2023",4,https://www.trustpilot.com/users/654f4dbae035b90012613ddd
Sente,GB,Difficult to swallow,"Knowing COCA-COLA operates in Atarot, an illegal Israeli settlement built on stolen Palestinian land made it difficult to swallow. Would not recommend buying for anyone who has moral views.#FreePalestine #Gaza #Palestine #GazaUnderAttack","Nov 11, 2023",1,https://www.trustpilot.com/users/64adc26a707527001299b64f
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Mani Farah,GB,Horrible Apartheid supporting company,"Horrible Apartheid supporting company, I will share to the whole world to not touch one cola drink.","Nov 8, 2023",1,https://www.trustpilot.com/users/6537d14544364b0012c4d638
Cristian,RO,Perfect !,is very good,"Nov 4, 2023",5,https://www.trustpilot.com/users/65462a4403893900116359d6
Jozie Coleman,GB,Thank you,Thank you for my Vouchers great understanding and 5 star customer service 👍 quick to receivelove my Zero….,"Nov 2, 2023",5,https://www.trustpilot.com/users/5846dd4c0000ff000a5eaf15
Rav 91,GB,Mmmm Coke,"Mmmm Coke, the taste of apartheid","Nov 1, 2023",1,https://www.trustpilot.com/users/5a2e515c0000ff000aef3e4e
Yodgorjon Valijonov,UZ,oh poor coca cola boycott,,"Oct 31, 2023",1,https://www.trustpilot.com/users/654144351cef31001249dc13
Azad Iqbal,GB,Be aware this company is isreali owned,"Be aware this company is isreali owned, all funding is supporting the war against innocent children in Palestine.","Oct 30, 2023",1,https://www.trustpilot.com/users/5bf7e84d5483f4b8a98180e0
Benjamin Brüniger,CH,Coke Zero discourages brand loyalty,Coke Zero discourages brand loyaltyThey changed the taste of coke zero and rebranded it even though they had loyal costumers. I really hope they revert back to the recipe from before 2021. I will never trust them again.,"Oct 29, 2023",1,https://www.trustpilot.com/users/5c759ae6c6f87960d54b5efa
Ahmed Ahmed,GB,Supports genocide in gaza.,Supports genocide in gaza.Absolutely disgusting,"Oct 27, 2023",1,https://www.trustpilot.com/users/561544b50000ff0001e15064
Idekwho,DE,Supports genocide in Gaza,,"Oct 25, 2023",1,https://www.trustpilot.com/users/65396e481e43980012dbaef0
Mother Flower,PK,Coca cola is very test ful drink I love…,Coca cola is very test ful drink I love it,"Oct 21, 2023",5,https://www.trustpilot.com/users/6534266837d88d0012d7208f
K'Noël,US,The spokes person is Palestine we…,The spokes person is Palestine we should not support that at all.,"Oct 21, 2023",1,https://www.trustpilot.com/users/65341833e7550d00122a5a31
Rashid Al Mhaid,DE,Testing is horrible,,"Oct 21, 2023",1,https://www.trustpilot.com/users/600e7ae74d4eb3001a3b0d5b
Enjosafi Enjosafi,ET,Always keeps promises,Always keeps promises it made many many many years ago! it is refreshing!,"Oct 21, 2023",4,https://www.trustpilot.com/users/6533b2986cdad40012c82000
Hasnaa,FR,Free Palestine,BoycotteFREE Palestine,"Oct 21, 2023",1,https://www.trustpilot.com/users/64aec2b147f0aa0012af9e85
Sarah,GB,Coco Cola Supports Israel Apartheid and…,Coco Cola Supports Israel Apartheid and Occupation of Palestine. Boycotting. Bye bye!,"Oct 20, 2023",1,https://www.trustpilot.com/users/63be8a84b175a5001271d968
Sienna,GB,Mehs,Well what can I say. DR PEPPER Is worse. I like coke👍. But u know fantas just better plus they have more flavours👌,"Oct 18, 2023",2,https://www.trustpilot.com/users/652ff35e09010c0012da6830
sarra tabet,AE,I won't buy this product again 🤮🤮🤮🤮,,"Oct 16, 2023",1,https://www.trustpilot.com/users/652d62a56de86a0011df3e57
Marcus ffrench -O' Carroll,IE,This drink is exceptional when chilled…,This drink is exceptional when chilled being drinking it for years now.,"Oct 11, 2023",5,https://www.trustpilot.com/users/6526b9a8dd31cd00129924ab
Bradley Peter,ES,My favorite drink,,"Oct 10, 2023",4,https://www.trustpilot.com/users/652595a74071e7001345a031
Vicki,GB,Ordered personalised glass bottles on…,Ordered personalised glass bottles on 13th September. Website says a turnaround of 5-6 days. Gave it a bit longer due to delays with mail of late and contacted over weekend as birthday is this Friday. Been getting the run around over last few days. Starting to wonder if this is a scam!!,"Oct 5, 2023",1,https://www.trustpilot.com/users/55073a650000ff0001b1e00f
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Sergey Kelner,IL,Have drink the new one (The AI…,"Have drink the new one (The AI developed limited series Y3000) at morning.Still alive, tastes fancy, forget to sniff.Very bright taste, look like a vanilla+marshmellow+berries.","Oct 2, 2023",3,https://www.trustpilot.com/users/6218831fea77c9001244921e
Chris Robinson,GB,Won a few prizes on the app no…,Won a few prizes on the app no information on how yo claim them no emails nothing,"Sep 27, 2023",1,https://www.trustpilot.com/users/5ebbb6958f25b93463542598
Fern,US,The most recognizable soda in the…,"The most recognizable soda in the world. Coca Cola is a drink I’ve seen around my entire life, and I truly believe it still dominates the market. There’s nothing better than chowing down a good burger with an ice cold crisp, Coca Cola. The refreshing satisfaction one gets after one sip is always fantastic. Coca Cola, is a company I believe so confident in its product, it doesn’t even need much on its packaging: just that sharp red we all know so well and that familiar font we have all come to memorize. Even the Diet, and Zero editions are great! And you can’t forget about the other flavors Coca Cola has brought to us! This is a drink that I know will live on and one I WILL continue to buy!","Sep 25, 2023",5,https://www.trustpilot.com/users/65116e88d834ce0011a0ce56
Melissa B,ZA,I would like to leave a solid 5/5…,"I would like to leave a solid 5/5 review for your coke zero. The formula was change a few years back and it has tasted so much better than the original coke recipe, but for ZERO calories. This has been a life-changer for my diet and it is so delicious when Im having a crazy sweet craving. Super happy with this. Please dont change the recipe :)","Sep 19, 2023",5,https://www.trustpilot.com/users/6509a7ca9fe19f001331b54a
Dean hudson,IE,Won a black hat on the competitions app…,"Won a black hat on the competitions app , they sent me a red one , the state of it , I never got my t shirt either , scammers","Sep 19, 2023",1,https://www.trustpilot.com/users/64fa73c8179a94001272f7ac
daisy otieno,KE,They say cold is best...cola is the…,They say cold is best...cola is the taste,"Sep 16, 2023",5,https://www.trustpilot.com/users/6504f9d9b1c4eb0011e97e3b
Caroline Scott,GB,Ring Pull very flimsy because I…,Ring Pull very flimsy because I swallowed it and have been left with ongoing health issues,"Sep 7, 2023",1,https://www.trustpilot.com/users/64fa1a38bda1d8001245838e
Fordrendis,RU,I am a fan.,"In the eternal battle between Cola and Pepsi I will choose Cola any time of day and night.I feel like I can flawlessly figure out between the two even with my eyes closed. Pepsi is just worse, I don’t know.","Sep 2, 2023",5,https://www.trustpilot.com/users/5cdafa7ee002fe2ed8163b00
Nanda kishore,IN,We have a super market in bangalore…,"We have a super market in bangalore rajajinagar,( the treat super market)no service from the company nor the representative no one visits the store for years, the expiry stock they take 2-3 years to clear it, no one responds to customers problem","Aug 27, 2023",1,https://www.trustpilot.com/users/64eb0c3c24b3c30012b762ae
Heidi Glockenspiel,GB,Coke zero is tasty and addictive,Coke zero is tasty and addictive. Love it,"Aug 17, 2023",5,https://www.trustpilot.com/users/5ef4d795a3465369009d73b0
Shannon,GB,Thanks for adding attachments to the…,"Thanks for adding attachments to the lids of your bottles, making it harder for disabled people to close the lid properly. I just had someone rip the lid apart so I could close it normally once the lid was separated from that stupid ring piece. :) so your attached lids fail at every turn.","Aug 17, 2023",1,https://www.trustpilot.com/users/62cd8a276fde9b0013825fd5
Claris,GB,I just want to say thank you for…,"I just want to say thank you for keeping your original Coca Cola. I love Coca Cola,I tried Pepsi again about a month ago and they have ruined there original recipe.I believe your sales will be going up as looking at Pepsi reviews they losing customers. Please never change the recipe and keep your loyal customers and new ones that leave Pepsi for good.","Aug 14, 2023",5,https://www.trustpilot.com/users/5b8013774de5666d34a89a71
